num,sitename,lon,lat
7244,WMO41746,68.13,26.85
7245,WMO41785,68.90,24.63
7246,WMO43466,79.87,6.90
7247,WMO44317,115.37,45.90
7248,WMO45007,113.92,22.32
7249,WMO61847,-9.47,8.53
7250,WMO64702,14.73,13.43
7251,WMO64810,8.77,3.75
7252,WMO65101,4.58,8.48
7253,WMO65123,6.53,9.62
7254,WMO65271,8.62,7.68
7255,WMO65273,8.72,5.97
7256,WMO67976,31.08,-20.55
7257,WMO71132,-105.83,59.25
7258,WMO71181,-55.32,47.13
7259,WMO71263,-79.93,43.17
7260,WMO71265,-79.40,43.63
7261,WMO71313,-63.62,50.28
7262,WMO71368,-80.38,43.45
7263,WMO71371,-73.42,45.52
7264,WMO71629,-78.37,44.23
7265,WMO71634,-82.30,42.98
7266,WMO71642,-83.35,47.82
7267,WMO71701,-66.43,45.83
7268,WMO71703,-67.83,47.15
7269,WMO71812,-94.07,61.10
7270,WMO71847,-92.75,49.83
7271,WMO71875,-114.00,49.52
7272,WMO72241,-94.02,29.95
7273,WMO72297,-118.15,33.82
7274,WMO78318,-83.17,22.92
7275,WMO78333,-81.03,22.07
7276,WMO78338,-80.08,22.82
7277,WMO78355,-77.85,21.40
7278,WMO78368,-75.23,20.13
7279,WMO78369,-74.15,20.25
7280,WMO83746,-43.25,-22.82
7281,WMO83821,-47.55,-24.72
7282,WMO92006,144.60,-5.48
7283,WMO92069,151.00,-10.05
7284,WMO94118,131.83,-13.82
7285,WMO94386,151.92,-23.45
7286,WMO94781,151.70,-32.90
7287,WMO95215,128.72,-15.65
7288,WMO95608,115.80,-32.22
7289,WMO96565,112.93,0.88
7290,WMO97142,121.53,-4.30
7291,WMO01108,11.85,65.70
7292,WMO02485,18.10,59.57
7293,WMO03037,-5.80,57.25
7294,WMO04234,-53.72,66.95
7295,WMO04241,-52.93,65.42
7296,WMO07386,5.42,47.03
7297,WMO14542,17.22,44.78
7298,WMO16538,9.25,40.12
7299,WMO16542,9.63,39.50
7300,WMO26359,28.90,57.02
7301,WMO36096,94.50,51.72
7302,WMO41943,91.42,23.03
7303,WMO42479,82.87,25.45
7304,WMO47102,124.63,37.97
7305,WMO47127,127.95,36.97
7306,WMO48020,94.42,23.63
7307,WMO48048,94.92,21.20
7308,WMO58752,120.65,27.78
7309,WMO60353,5.88,36.82
7310,WMO60367,8.45,36.90
7311,WMO60369,3.10,36.77
7312,WMO60395,4.05,36.70
7313,WMO60401,5.10,36.75
7314,WMO60403,7.47,36.47
7315,WMO60410,1.33,36.50
7316,WMO60417,3.88,36.38
7317,WMO60421,7.12,35.87
7318,WMO60423,7.97,36.28
7319,WMO60437,2.73,36.28
7320,WMO60452,-0.27,35.82
7321,WMO60461,-2.65,35.70
7322,WMO60476,7.08,35.47
7323,WMO60481,-0.52,35.48
7324,WMO60514,2.32,35.17
7325,WMO60517,-1.87,35.10
7326,WMO60520,-0.62,35.20
7327,WMO60536,0.15,34.87
7328,WMO60557,-0.30,33.27
7329,WMO60563,3.28,32.93
7330,WMO61733,-13.40,13.88
7331,WMO66104,12.18,-5.55
7332,WMO66152,20.82,-7.40
7333,WMO66260,13.85,-11.20
7334,WMO66285,19.92,-11.78
7335,WMO66310,13.42,-12.58
7336,WMO71097,-64.13,63.33
7337,WMO71203,-119.37,49.95
7338,WMO71488,-105.60,57.25
7339,WMO71560,-97.23,49.00
7340,WMO76258,-109.93,27.37
7341,WMO78224,-82.40,22.98
7342,WMO78229,-81.43,23.02
7343,WMO78264,-75.85,19.97
7344,WMO78846,-63.05,18.20
7345,WMO80211,-75.72,4.50
7346,WMO83566,-43.57,-19.60
7347,WMO89004,-2.80,-71.70
7348,WMO95284,145.43,-17.13
7349,WMO95285,145.57,-17.22
7350,WMO95318,116.92,-24.30
7351,WMO95323,134.68,-23.47
7352,WMO95376,149.80,-24.83
7353,WMO95482,139.35,-25.90
7354,WMO95601,116.73,-30.83
7355,WMO98134,121.95,20.43
7356,WMO01036,20.27,69.37
7357,WMO02378,17.17,61.45
7358,WMO02435,15.52,60.43
7359,WMO02755,24.72,64.03
7360,WMO02939,30.97,62.77
7361,WMO03039,-5.68,57.42
7362,WMO06239,4.73,54.85
7363,WMO06251,5.35,53.38
7364,WMO06267,5.35,52.88
7365,WMO06269,5.53,52.45
7366,WMO06377,5.77,51.20
7367,WMO10127,8.17,53.53
7368,WMO14248,16.55,46.03
7369,WMO14280,18.57,45.50
7370,WMO14284,18.82,45.47
7371,WMO14442,16.20,44.03
7372,WMO17086,36.57,40.30
7373,WMO17088,39.47,40.47
7374,WMO17155,29.97,39.42
7375,WMO17199,38.32,38.35
7376,WMO17295,28.78,36.70
7377,WMO17320,32.83,36.08
7378,WMO34398,49.48,49.67
7379,WMO34730,39.82,47.27
7380,WMO34798,49.27,46.60
7381,WMO35699,74.82,47.45
7382,WMO36686,76.87,46.55
7383,WMO37740,47.87,40.98
7384,WMO43415,80.50,8.75
7385,WMO43495,80.22,6.03
7386,WMO47099,126.75,37.88
7387,WMO47137,128.15,36.40
7388,WMO47175,126.32,34.47
7389,WMO48374,101.15,16.43
7390,WMO48382,103.07,16.23
7391,WMO48385,98.87,16.02
7392,WMO48390,103.58,16.33
7393,WMO48434,102.17,14.72
7394,WMO48436,102.72,14.62
7395,WMO48439,101.70,13.98
7396,WMO48461,100.87,12.92
7397,WMO48478,101.35,12.63
7398,WMO48561,98.27,8.85
7399,WMO48570,100.08,6.65
7400,WMO48924,101.47,21.05
7401,WMO48925,102.00,20.68
7402,WMO48926,100.43,20.25
7403,WMO48935,103.13,19.47
7404,WMO48941,102.40,18.47
7405,WMO48944,102.63,18.28
7406,WMO48948,105.00,16.67
7407,WMO58141,119.03,33.67
7408,WMO60387,3.95,36.92
7409,WMO60405,7.72,36.50
7410,WMO60415,3.53,36.32
7411,WMO62458,33.18,28.90
7412,WMO62476,35.58,23.13
7413,WMO63688,35.23,0.40
7414,WMO68320,23.25,-25.27
7415,WMO71823,-73.67,53.75
7416,WMO76543,-98.77,22.00
7417,WMO78655,-89.57,13.98
7418,WMO78670,-88.12,13.45
7419,WMO87553,-58.58,-34.45
7420,WMO87904,-72.05,-60.25
7421,WMO94257,139.60,-17.12
7422,WMO94266,141.07,-17.68
7423,WMO94545,151.73,-25.65
7424,WMO94547,152.85,-26.75
7425,WMO94841,142.40,-36.25
7426,WMO94844,143.92,-35.73
7427,WMO94849,143.73,-37.05
7428,WMO94879,145.27,-38.13
7429,WMO94880,145.97,-37.90
7430,WMO94883,145.15,-38.50
7431,WMO94888,147.50,-36.53
7432,WMO95283,145.18,-15.45
7433,WMO95623,115.65,-33.80
7434,WMO95674,138.83,-34.55
7435,WMO95692,142.57,-33.38
7436,WMO95779,152.15,-32.70
7437,WMO95811,138.60,-35.55
7438,WMO95813,139.88,-35.08
7439,WMO95831,142.00,-35.12
7440,WMO95833,145.07,-36.33
7441,WMO95836,145.27,-36.43
7442,WMO95838,146.47,-36.73
7443,WMO95843,145.73,-36.85
7444,WMO95855,143.52,-38.63
7445,WMO01473,9.63,59.62
7446,WMO02777,23.65,60.45
7447,WMO02790,20.75,60.25
7448,WMO02889,28.75,64.93
7449,WMO04091,-14.23,65.03
7450,WMO08502,-31.12,39.67
7451,WMO08922,-0.23,42.77
7452,WMO14543,17.27,44.35
7453,WMO25428,160.53,65.23
7454,WMO37864,50.07,40.45
7455,WMO40029,37.03,35.00
7456,WMO40897,60.37,25.43
7457,WMO41391,43.58,15.83
7458,WMO42933,77.03,20.70
7459,WMO48921,101.88,21.63
7460,WMO48927,104.23,20.42
7461,WMO52112,95.13,43.60
7462,WMO52983,104.15,35.87
7463,WMO57604,105.38,28.78
7464,WMO60742,11.07,35.50
7465,WMO62403,32.75,26.20
7466,WMO63881,31.63,-7.97
7467,WMO67963,28.50,-20.38
7468,WMO80434,-66.02,9.22
7469,WMO85834,-74.83,-43.57
7470,WMO91258,169.85,11.23
7471,WMO94148,134.73,-14.73
7472,WMO94183,143.12,-13.77
7473,WMO94270,141.80,-21.03
7474,WMO94801,117.88,-35.03
7475,WMO95643,115.88,-33.08
7476,Payerne,6.95,46.82
7477,WMO06012,-6.32,62.32
7478,WMO06049,10.10,56.57
7479,WMO06079,11.52,56.72
7480,WMO06141,11.33,54.83
7481,WMO06165,11.72,56.20
7482,WMO07046,0.08,49.53
7483,WMO07118,-3.47,48.75
7484,WMO07134,-0.73,48.03
7485,WMO07210,-2.72,47.60
7486,WMO07216,-2.30,47.23
7487,WMO07666,3.07,42.92
7488,WMO07775,9.53,42.27
7489,WMO11730,17.12,50.18
7490,WMO27835,40.12,53.72
7491,WMO28645,61.30,55.15
7492,WMO62018,15.72,30.57
7493,WMO64751,18.32,13.22
7494,WMO65019,7.45,10.60
7495,WMO65055,9.82,10.28
7496,WMO65125,7.00,9.25
7497,WMO65250,7.02,4.85
7498,WMO66318,15.75,-12.80
7499,WMO66422,12.15,-15.20
7500,WMO68325,25.42,-25.45
7501,WMO78383,-81.42,19.25
7502,WMO78672,-87.88,13.33
7503,WMO80437,-71.65,8.63
7504,WMO92040,146.98,-2.02
7505,WMO95829,141.63,-36.33
7506,WMO95959,146.67,-41.90
7507,WMO95964,146.78,-41.05
7508,WMO95970,146.45,-42.30
7509,WMO95971,147.07,-42.98
7510,WMO95981,148.27,-41.33
7511,WMO95983,148.27,-41.47
7512,WMO01014,17.90,69.23
7513,WMO01058,23.53,69.57
7514,WMO01124,12.47,64.17
7515,WMO01144,13.90,67.67
7516,WMO01180,16.53,68.80
7517,WMO01207,5.58,62.10
7518,WMO01236,9.05,62.10
7519,WMO01293,11.73,63.42
7520,WMO01329,6.27,60.35
7521,WMO01369,9.28,60.92
7522,WMO01392,12.02,60.62
7523,WMO01486,10.43,59.85
7524,WMO01493,11.12,59.28
7525,WMO02873,24.57,65.03
7526,WMO02964,21.02,60.72
7527,WMO02967,27.18,60.28
7528,WMO06601,7.58,47.55
7529,WMO06631,7.42,46.93
7530,WMO06633,8.08,47.38
7531,WMO06650,8.30,47.03
7532,WMO06679,8.90,47.48
7533,WMO06722,7.52,46.12
7534,WMO06735,7.57,46.50
7535,WMO06744,8.33,46.57
7536,WMO06745,8.32,46.50
7537,WMO06780,9.82,46.83
7538,WMO11450,13.38,49.77
7539,WMO15015,23.95,47.73
7540,WMO15626,24.85,42.07
7541,WMO26643,27.47,55.37
7542,WMO26653,28.77,55.47
7543,WMO26657,27.75,54.88
7544,WMO26668,29.68,54.82
7545,WMO26759,28.50,54.27
7546,WMO26774,30.93,54.30
7547,WMO26853,28.98,53.83
7548,WMO26855,28.13,53.45
7549,WMO26864,29.33,53.50
7550,WMO26878,31.02,53.45
7551,WMO26966,30.03,52.90
7552,WMO28522,56.58,56.08
7553,WMO29638,82.95,54.90
7554,WMO30252,114.17,57.82
7555,WMO30307,101.75,56.10
7556,WMO30791,104.40,52.27
7557,WMO33038,29.83,52.25
7558,WMO33124,30.30,51.82
7559,WMO37404,43.02,42.13
7560,WMO37514,43.00,41.65
7561,WMO37545,44.77,41.75
7562,WMO37621,44.55,41.45
7563,WMO38141,57.52,43.88
7564,WMO41198,56.33,25.10
7565,WMO41241,56.23,26.17
7566,WMO41398,52.08,16.08
7567,WMO42587,84.07,24.05
7568,WMO42706,87.05,23.25
7569,WMO43226,74.45,14.28
7570,WMO43311,72.73,11.12
7571,WMO43346,79.83,10.92
7572,WMO57025,107.38,34.52
7573,WMO62014,14.02,31.73
7574,WMO63684,34.17,0.68
7575,WMO64006,19.78,3.28
7576,WMO66226,20.40,-9.65
7577,WMO67785,30.97,-17.58
7578,WMO68737,24.55,-32.20
7579,WMO71023,-109.97,54.90
7580,WMO71268,-82.57,46.35
7581,WMO71335,-62.58,58.33
7582,WMO71338,-64.02,67.53
7583,WMO71339,-55.82,52.30
7584,WMO71532,-79.30,44.97
7585,WMO71534,-79.90,44.27
7586,WMO71574,-65.75,47.63
7587,WMO71580,-93.57,69.53
7588,WMO71582,-92.73,49.82
7589,WMO71639,-79.37,43.87
7590,WMO71860,-114.37,51.10
7591,WMO85577,-70.68,-33.43
7592,WMO86128,-58.87,-23.45
7593,WMO94370,150.65,-22.73
7594,WMO94592,153.50,-28.17
7595,WMO94729,149.65,-33.42
7596,WMO94743,150.27,-33.62
7597,WMO94746,150.42,-34.52
7598,WMO94749,150.93,-34.38
7599,WMO94854,144.47,-38.03
7600,WMO94860,144.97,-37.38
7601,WMO94870,145.10,-37.98
7602,WMO94921,148.97,-36.30
7603,WMO94954,144.68,-40.67
7604,WMO95448,120.70,-27.85
7605,WMO95638,121.83,-33.68
7606,WMO95661,135.88,-34.60
7607,WMO95664,137.52,-33.07
7608,WMO95747,150.80,-31.73
7609,WMO95773,151.62,-30.53
7610,WMO95873,145.05,-37.72
7611,WMO95966,147.22,-41.55
7612,WMO97284,120.45,-8.63
7613,WMO01046,20.97,69.78
7614,WMO01318,6.18,61.78
7615,WMO01327,5.97,60.38
7616,WMO01411,5.42,59.07
7617,WMO02862,24.52,65.73
7618,WMO04341,-22.65,70.75
7619,WMO06206,4.02,54.12
7620,WMO06620,8.62,47.68
7621,WMO07093,6.25,48.98
7622,WMO07146,2.12,48.75
7623,WMO07316,-1.18,46.17
7624,WMO07555,3.53,44.50
7625,WMO07563,4.90,43.90
7626,WMO07638,3.35,43.32
7627,WMO08551,-8.80,41.63
7628,WMO10097,13.92,54.25
7629,WMO10124,8.13,53.87
7630,WMO10125,8.05,53.50
7631,WMO10130,9.02,54.07
7632,WMO10139,9.17,53.50
7633,WMO10146,9.88,53.73
7634,WMO10152,10.88,54.08
7635,WMO11669,16.32,50.35
7636,WMO12922,17.17,46.68
7637,WMO14122,15.52,45.90
7638,WMO17189,30.60,38.73
7639,WMO22520,34.80,64.98
7640,WMO37409,43.48,42.03
7641,WMO37661,47.17,41.22
7642,WMO37675,48.52,41.37
7643,WMO37729,45.82,40.68
7644,WMO37749,47.75,40.65
7645,WMO37832,47.12,40.37
7646,WMO37851,49.78,40.42
7647,WMO37905,47.75,39.77
7648,WMO37925,49.25,39.40
7649,WMO37978,48.60,39.70
7650,WMO37989,48.88,38.45
7651,WMO41372,43.77,17.03
7652,WMO56187,103.83,30.70
7653,WMO57014,105.87,34.57
7654,WMO57131,108.97,34.43
7655,WMO61731,-14.22,13.32
7656,WMO61989,63.37,-19.75
7657,WMO62419,31.62,22.37
7658,WMO64211,15.32,-4.32
7659,WMO71704,-82.30,42.98
7660,WMO78244,-80.40,22.15
7661,WMO78256,-77.12,20.33
7662,WMO78268,-74.50,20.35
7663,WMO78488,-68.92,18.45
7664,WMO85467,-70.77,-27.25
7665,WMO94381,151.22,-23.87
7666,WMO94597,153.25,-27.53
7667,WMO94691,141.47,-32.00
7668,WMO95565,152.88,-25.32
7669,WMO95657,138.00,-33.23
7670,WMO95744,150.57,-33.70
7671,WMO95807,137.52,-35.72
7672,WMO01359,8.20,60.53
7673,WMO02710,26.40,62.95
7674,WMO02714,26.47,64.48
7675,WMO02715,28.23,64.83
7676,WMO02719,27.75,67.82
7677,WMO02725,24.45,63.45
7678,WMO02741,19.98,60.18
7679,WMO02751,21.38,61.63
7680,WMO02753,22.47,61.83
7681,WMO02754,24.50,61.00
7682,WMO02757,23.58,59.82
7683,WMO02759,25.62,60.38
7684,WMO02769,22.18,62.42
7685,WMO02778,29.32,61.80
7686,WMO02783,25.03,61.18
7687,WMO02789,28.67,63.38
7688,WMO02799,30.17,64.30
7689,WMO02814,27.17,66.72
7690,WMO02816,27.18,68.08
7691,WMO02824,24.25,67.98
7692,WMO02828,22.55,60.38
7693,WMO02831,27.68,60.53
7694,WMO02832,30.35,62.23
7695,WMO02834,27.22,63.83
7696,WMO02835,28.30,68.85
7697,WMO02847,25.72,66.50
7698,WMO02978,24.95,60.18
7699,WMO04254,-51.68,64.20
7700,WMO04361,-37.13,65.57
7701,WMO06208,5.95,53.50
7702,WMO06323,3.88,51.53
7703,WMO13278,20.93,44.03
7704,WMO37308,43.52,42.52
7705,WMO37470,48.30,42.07
7706,WMO38511,55.33,40.78
7707,WMO40179,34.82,32.00
7708,WMO40716,47.70,37.45
7709,WMO40721,55.95,37.90
7710,WMO40872,51.93,27.83
7711,WMO40877,57.70,27.97
7712,WMO43404,80.02,9.65
7713,WMO43422,80.47,8.12
7714,WMO43441,80.37,7.47
7715,WMO43444,80.63,7.33
7716,WMO43475,81.83,6.88
7717,WMO43476,80.98,6.83
7718,WMO43479,81.05,6.98
7719,WMO43486,80.40,6.68
7720,WMO47584,141.17,39.70
7721,WMO47604,139.05,37.92
7722,WMO47610,138.20,36.67
7723,WMO47651,136.52,34.73
7724,WMO47765,132.47,34.40
7725,WMO47893,133.55,33.57
7726,WMO48402,100.18,15.15
7727,WMO48429,100.77,13.68
7728,WMO60007,-17.22,28.03
7729,WMO60603,6.70,29.72
7730,WMO62700,33.43,16.70
7731,WMO62774,33.95,13.07
7732,WMO71757,-128.15,52.17
7733,WMO76681,-99.18,19.32
7734,WMO94131,132.37,-14.52
7735,WMO94274,143.53,-18.30
7736,WMO94450,121.32,-28.88
7737,WMO94462,130.98,-25.20
7738,WMO94569,153.10,-26.60
7739,WMO95101,126.38,-14.08
7740,WMO95754,150.17,-32.18
7741,WMO95805,136.60,-35.75
7742,WMO95896,146.95,-36.07
7743,WMO02443,17.12,59.65
7744,WMO02787,24.27,63.08
7745,WMO02795,24.98,60.10
7746,WMO02829,24.80,60.60
7747,WMO02833,22.48,62.93
7748,WMO06204,3.63,53.27
7749,WMO06319,3.87,51.23
7750,WMO10042,10.02,54.63
7751,WMO10093,13.48,54.37
7752,WMO10150,10.35,54.17
7753,WMO10168,12.10,53.60
7754,WMO10267,12.42,52.93
7755,WMO10282,13.42,53.32
7756,WMO10309,6.95,52.08
7757,WMO10376,13.50,52.07
7758,WMO10433,9.27,51.87
7759,WMO10435,9.12,51.50
7760,WMO10442,9.80,51.97
7761,WMO10454,10.77,51.85
7762,WMO10519,7.20,50.73
7763,WMO10540,10.37,51.00
7764,WMO10565,11.93,51.08
7765,WMO10628,7.95,49.98
7766,WMO10641,8.78,50.08
7767,WMO10686,11.97,50.03
7768,WMO10736,8.87,48.97
7769,WMO10756,10.37,49.17
7770,WMO10777,11.43,48.95
7771,WMO10782,12.68,49.40
7772,WMO10796,13.23,49.03
7773,WMO10850,10.70,48.78
7774,WMO10863,11.70,48.40
7775,WMO10872,12.53,48.67
7776,WMO10982,12.55,47.88
7777,WMO11110,10.23,47.13
7778,WMO24136,118.33,68.62
7779,WMO24967,130.00,60.47
7780,WMO25206,153.72,67.45
7781,WMO27675,46.33,55.18
7782,WMO28418,53.73,56.47
7783,WMO28704,50.42,54.50
7784,WMO30089,121.77,59.02
7785,WMO31152,136.15,57.65
7786,WMO31770,140.30,49.00
7787,WMO34110,37.35,51.17
7788,WMO34163,45.45,51.63
7789,WMO35011,53.13,52.43
7790,WMO37756,48.93,40.53
7791,WMO47629,140.47,36.38
7792,WMO47895,134.57,34.07
7793,WMO48302,99.03,19.92
7794,WMO48304,99.77,19.87
7795,WMO48307,100.88,19.42
7796,WMO48324,99.25,17.63
7797,WMO48333,100.75,18.87
7798,WMO48350,101.73,17.40
7799,WMO48355,104.05,17.12
7800,WMO48358,104.78,17.43
7801,WMO48372,99.80,17.10
7802,WMO48384,102.82,16.33
7803,WMO48386,100.28,16.43
7804,WMO48401,100.50,15.35
7805,WMO48404,103.62,16.07
7806,WMO48408,105.05,15.38
7807,WMO48409,104.25,15.03
7808,WMO48415,100.72,14.52
7809,WMO48419,100.62,14.10
7810,WMO48427,99.87,14.30
7811,WMO48433,103.45,14.88
7812,WMO48435,101.32,14.63
7813,WMO48437,103.25,15.23
7814,WMO48440,102.03,13.78
7815,WMO48451,99.97,14.02
7816,WMO48453,100.62,13.67
7817,WMO48454,100.57,13.70
7818,WMO48457,100.60,13.38
7819,WMO48458,101.45,13.50
7820,WMO48463,100.88,13.08
7821,WMO48464,99.78,13.48
7822,WMO48474,99.73,12.58
7823,WMO48479,101.13,12.73
7824,WMO48481,102.17,12.50
7825,WMO48520,99.10,10.33
7826,WMO48554,100.00,8.05
7827,WMO48555,99.63,9.10
7828,WMO48556,99.25,8.57
7829,WMO48557,99.52,8.43
7830,WMO48560,100.17,7.58
7831,WMO48563,98.98,8.10
7832,WMO48571,100.50,7.00
7833,WMO48574,100.38,6.80
7834,WMO48581,101.28,6.52
7835,WMO67580,32.57,-13.65
7836,WMO78310,-84.95,21.87
7837,WMO78315,-83.68,22.42
7838,WMO78322,-82.28,22.72
7839,WMO78324,-82.53,21.55
7840,WMO78344,-80.17,21.92
7841,WMO78345,-78.85,21.62
7842,WMO78351,-78.00,20.72
7843,WMO78358,-76.62,21.20
7844,WMO78363,-76.25,20.28
7845,WMO84202,-79.60,-2.12
7846,WMO84270,-79.20,-4.03
7847,WMO94174,142.28,-10.58
7848,WMO94217,128.45,-16.63
7849,WMO94225,131.92,-15.75
7850,WMO95367,149.18,-21.17
7851,WMO95570,153.03,-29.75
7852,WMO95631,116.83,-31.30
7853,WMO95719,148.57,-32.22
7854,WMO95866,144.90,-37.73
7855,WMO01373,9.13,60.57
7856,WMO01471,9.15,60.05
7857,WMO02721,22.85,63.95
7858,WMO02739,28.35,64.12
7859,WMO02763,23.75,61.47
7860,WMO06201,2.93,54.32
7861,WMO06205,3.82,55.42
7862,WMO06207,4.97,53.62
7863,WMO06211,2.95,53.82
7864,WMO06212,4.15,52.92
7865,WMO06356,5.15,51.87
7866,WMO10516,7.58,50.37
7867,WMO10534,9.22,50.52
7868,WMO10646,9.42,50.02
7869,WMO10731,8.32,48.97
7870,WMO10733,8.90,49.30
7871,WMO10945,10.03,47.80
7872,WMO11343,12.95,47.05
7873,WMO22619,33.42,63.27
7874,WMO23058,76.85,69.08
7875,WMO23242,72.88,67.68
7876,WMO23324,60.77,66.43
7877,WMO23445,72.67,65.47
7878,WMO23662,82.08,63.98
7879,WMO23867,80.25,61.10
7880,WMO23986,93.33,60.38
7881,WMO24606,103.97,63.58
7882,WMO24661,130.30,64.00
7883,WMO24790,148.17,62.78
7884,WMO25062,175.77,69.88
7885,WMO25138,164.17,68.12
7886,WMO25282,-170.83,67.83
7887,WMO25356,173.33,66.38
7888,WMO25503,153.97,64.75
7889,WMO25705,152.32,62.45
7890,WMO25927,154.27,59.65
7891,WMO25932,160.40,60.68
7892,WMO26157,27.83,58.73
7893,WMO27333,40.78,57.73
7894,WMO27995,49.43,52.98
7895,WMO28138,58.85,58.52
7896,WMO29379,94.55,57.20
7897,WMO29645,86.22,55.25
7898,WMO29752,88.82,54.75
7899,WMO29866,91.70,53.70
7900,WMO30636,109.63,53.62
7901,WMO31961,131.97,43.88
7902,WMO32099,144.73,48.65
7903,WMO32213,156.68,50.87
7904,WMO32287,156.70,57.08
7905,WMO32477,155.93,54.30
7906,WMO34720,38.90,47.20
7907,WMO34740,41.35,46.52
7908,WMO34927,39.03,45.05
7909,WMO34949,42.08,45.12
7910,WMO35357,69.52,49.68
7911,WMO36064,87.60,51.77
7912,WMO36229,85.62,50.28
7913,WMO36259,88.68,50.02
7914,WMO36307,95.12,50.27
7915,WMO37001,37.28,44.88
7916,WMO37107,40.20,43.68
7917,WMO37126,42.67,43.73
7918,WMO37279,41.88,42.52
7919,WMO37531,44.12,41.98
7920,WMO37663,47.75,41.47
7921,WMO40691,48.50,29.98
7922,WMO42921,73.78,20.00
7923,WMO43081,78.10,18.67
7924,WMO43105,84.13,18.33
7925,WMO43121,76.85,17.35
7926,WMO43136,80.88,17.67
7927,WMO43161,75.72,16.82
7928,WMO43169,77.35,16.20
7929,WMO43177,79.55,16.55
7930,WMO43181,80.80,16.53
7931,WMO43205,76.85,15.15
7932,WMO43221,80.08,15.50
7933,WMO43225,74.13,14.78
7934,WMO43241,78.83,14.48
7935,WMO43271,78.50,13.53
7936,WMO43287,75.73,12.42
7937,WMO43291,76.70,12.30
7938,WMO43303,79.15,12.92
7939,WMO43317,76.73,11.40
7940,WMO43325,78.17,11.65
7941,WMO43347,79.85,10.77
7942,WMO43352,76.42,9.55
7943,WMO43360,78.08,9.83
7944,WMO43363,79.30,9.27
7945,WMO43376,77.75,8.73
7946,WMO44424,82.17,29.28
7947,WMO44434,84.00,28.22
7948,WMO44449,84.98,27.17
7949,WMO44462,86.50,27.30
7950,WMO44474,87.67,27.35
7951,WMO44478,87.27,26.48
7952,WMO47097,127.48,37.27
7953,WMO47104,128.85,37.80
7954,WMO47145,127.12,36.77
7955,WMO47150,126.55,36.33
7956,WMO47154,128.32,36.12
7957,WMO47157,127.90,35.67
7958,WMO47171,126.87,35.55
7959,WMO47173,127.33,35.40
7960,WMO47174,127.23,35.07
7961,WMO48334,99.28,18.32
7962,WMO48360,102.42,17.22
7963,WMO48373,99.87,17.17
7964,WMO48387,98.93,16.75
7965,WMO48420,100.75,13.52
7966,WMO57503,105.12,29.62
7967,WMO61510,-12.17,15.23
7968,WMO61705,-16.20,13.22
7969,WMO61717,-15.25,13.72
7970,WMO64757,21.55,17.17
7971,WMO65001,4.75,10.88
7972,WMO65112,6.02,9.10
7973,WMO65215,4.48,7.78
7974,WMO65222,4.83,7.10
7975,WMO65229,5.60,6.32
7976,WMO65243,6.73,7.80
7977,WMO67891,30.60,-19.32
7978,WMO71471,-120.17,55.73
7979,WMO78704,-85.92,15.92
7980,WMO94317,119.80,-23.42
7981,WMO94599,153.63,-28.63
7982,WMO94900,146.22,-38.08
7983,WMO95726,149.13,-33.38
7984,WMO01257,10.45,63.42
7985,WMO02141,19.20,66.30
7986,WMO02171,21.63,65.82
7987,WMO02561,15.43,58.65
7988,WMO02629,13.93,56.28
7989,WMO02667,15.58,56.15
7990,WMO02773,22.18,60.45
7991,WMO04224,-52.80,68.72
7992,WMO06203,3.35,52.37
7993,WMO06623,9.02,47.65
7994,WMO08912,-0.83,42.95
7995,WMO10495,14.25,51.45
7996,WMO11185,16.03,47.52
7997,WMO25745,166.22,62.48
7998,WMO26227,23.25,57.78
7999,WMO31512,127.57,50.25
8000,WMO37923,49.40,39.97
8001,WMO41252,56.52,23.42
8002,WMO41477,43.28,13.25
8003,WMO43087,79.57,18.02
8004,WMO44404,80.58,29.30
8005,WMO47188,126.87,33.38
8006,WMO48650,101.70,2.72
8007,WMO61053,13.02,3.20
8008,WMO61722,-15.93,13.57
8009,WMO64462,13.55,0.10
8010,WMO64708,17.05,12.38
8011,WMO65028,7.68,13.02
8012,WMO65145,9.75,8.18
8013,WMO71036,-123.23,48.53
8014,WMO71306,-74.28,45.30
8015,WMO71436,-79.78,44.38
8016,WMO71499,-101.75,63.22
8017,WMO71584,-59.30,47.70
8018,WMO71618,-72.23,45.30
8019,WMO83117,-43.15,-23.07
8020,WMO83460,-39.07,-16.43
8021,WMO83599,-46.27,-24.05
8022,WMO84001,-90.28,-0.45
8023,WMO84027,-77.70,0.82
8024,WMO84043,-78.10,0.33
8025,WMO84063,-76.88,0.10
8026,WMO84069,-79.20,-0.23
8027,WMO84072,-78.48,-0.17
8028,WMO84088,-78.55,-0.35
8029,WMO84099,-76.95,-0.45
8030,WMO84123,-78.60,-0.90
8031,WMO84132,-75.42,-0.92
8032,WMO84135,-80.45,-1.03
8033,WMO84140,-79.48,-1.10
8034,WMO84143,-78.58,-1.02
8035,WMO84147,-78.57,-1.20
8036,WMO84160,-78.60,-1.35
8037,WMO84176,-78.65,-1.65
8038,WMO84179,-77.90,-1.50
8039,WMO84204,-79.88,-2.15
8040,WMO84217,-78.12,-2.28
8041,WMO84226,-78.93,-2.55
8042,WMO86221,-57.13,-25.63
8043,WMO94316,117.75,-23.17
8044,WMO94572,153.25,-28.83
8045,WMO95929,149.90,-36.92
8046,WMO95937,150.15,-35.90
8047,WMO02151,20.17,66.48
8048,WMO02545,14.57,58.57
